,Id,Dataset,Filepath,Filename,Ext,Speaker,Text,Gender,Age,Race,Accent,Emotion,Intensity/Level
4679,,CREMA-D,./data/CREMA-D-master\AudioWAV\1058_IOM_FEA_XX.wav,1058_IOM_FEA_XX.wav,.wav,Crema_1058,I'm on my way to the meeting,Female,36,Caucasian,Not Hispanic,Fear,Unspecified
4680,,CREMA-D,./data/CREMA-D-master\AudioWAV\1058_IOM_HAP_XX.wav,1058_IOM_HAP_XX.wav,.wav,Crema_1058,I'm on my way to the meeting,Female,36,Caucasian,Not Hispanic,Happy,Unspecified
4681,,CREMA-D,./data/CREMA-D-master\AudioWAV\1058_IOM_NEU_XX.wav,1058_IOM_NEU_XX.wav,.wav,Crema_1058,I'm on my way to the meeting,Female,36,Caucasian,Not Hispanic,Neutral,Unspecified
4682,,CREMA-D,./data/CREMA-D-master\AudioWAV\1058_IOM_SAD_XX.wav,1058_IOM_SAD_XX.wav,.wav,Crema_1058,I'm on my way to the meeting,Female,36,Caucasian,Not Hispanic,Sad,Unspecified
4683,,CREMA-D,./data/CREMA-D-master\AudioWAV\1058_ITH_ANG_XX.wav,1058_ITH_ANG_XX.wav,.wav,Crema_1058,I think I have a doctor's appointment,Female,36,Caucasian,Not Hispanic,Anger,Unspecified
4684,,CREMA-D,./data/CREMA-D-master\AudioWAV\1058_ITH_DIS_XX.wav,1058_ITH_DIS_XX.wav,.wav,Crema_1058,I think I have a doctor's appointment,Female,36,Caucasian,Not Hispanic,Disgust,Unspecified
4685,,CREMA-D,./data/CREMA-D-master\AudioWAV\1058_ITH_FEA_XX.wav,1058_ITH_FEA_XX.wav,.wav,Crema_1058,I think I have a doctor's appointment,Female,36,Caucasian,Not Hispanic,Fear,Unspecified
4686,,CREMA-D,./data/CREMA-D-master\AudioWAV\1058_ITH_HAP_XX.wav,1058_ITH_HAP_XX.wav,.wav,Crema_1058,I think I have a doctor's appointment,Female,36,Caucasian,Not Hispanic,Happy,Unspecified
4687,,CREMA-D,./data/CREMA-D-master\AudioWAV\1058_ITH_NEU_XX.wav,1058_ITH_NEU_XX.wav,.wav,Crema_1058,I think I have a doctor's appointment,Female,36,Caucasian,Not Hispanic,Neutral,Unspecified
4688,,CREMA-D,./data/CREMA-D-master\AudioWAV\1058_ITH_SAD_XX.wav,1058_ITH_SAD_XX.wav,.wav,Crema_1058,I think I have a doctor's appointment,Female,36,Caucasian,Not Hispanic,Sad,Unspecified
4689,,CREMA-D,./data/CREMA-D-master\AudioWAV\1058_ITS_ANG_XX.wav,1058_ITS_ANG_XX.wav,.wav,Crema_1058,I think I've seen this before,Female,36,Caucasian,Not Hispanic,Anger,Unspecified
4690,,CREMA-D,./data/CREMA-D-master\AudioWAV\1058_ITS_DIS_XX.wav,1058_ITS_DIS_XX.wav,.wav,Crema_1058,I think I've seen this before,Female,36,Caucasian,Not Hispanic,Disgust,Unspecified
4691,,CREMA-D,./data/CREMA-D-master\AudioWAV\1058_ITS_FEA_XX.wav,1058_ITS_FEA_XX.wav,.wav,Crema_1058,I think I've seen this before,Female,36,Caucasian,Not Hispanic,Fear,Unspecified
4692,,CREMA-D,./data/CREMA-D-master\AudioWAV\1058_ITS_HAP_XX.wav,1058_ITS_HAP_XX.wav,.wav,Crema_1058,I think I've seen this before,Female,36,Caucasian,Not Hispanic,Happy,Unspecified
4693,,CREMA-D,./data/CREMA-D-master\AudioWAV\1058_ITS_NEU_XX.wav,1058_ITS_NEU_XX.wav,.wav,Crema_1058,I think I've seen this before,Female,36,Caucasian,Not Hispanic,Neutral,Unspecified
4694,,CREMA-D,./data/CREMA-D-master\AudioWAV\1058_ITS_SAD_XX.wav,1058_ITS_SAD_XX.wav,.wav,Crema_1058,I think I've seen this before,Female,36,Caucasian,Not Hispanic,Sad,Unspecified
4695,,CREMA-D,./data/CREMA-D-master\AudioWAV\1058_IWL_ANG_XX.wav,1058_IWL_ANG_XX.wav,.wav,Crema_1058,I would like a new alarm clock,Female,36,Caucasian,Not Hispanic,Anger,Unspecified
4696,,CREMA-D,./data/CREMA-D-master\AudioWAV\1058_IWL_DIS_XX.wav,1058_IWL_DIS_XX.wav,.wav,Crema_1058,I would like a new alarm clock,Female,36,Caucasian,Not Hispanic,Disgust,Unspecified
4697,,CREMA-D,./data/CREMA-D-master\AudioWAV\1058_IWL_FEA_XX.wav,1058_IWL_FEA_XX.wav,.wav,Crema_1058,I would like a new alarm clock,Female,36,Caucasian,Not Hispanic,Fear,Unspecified
4698,,CREMA-D,./data/CREMA-D-master\AudioWAV\1058_IWL_HAP_XX.wav,1058_IWL_HAP_XX.wav,.wav,Crema_1058,I would like a new alarm clock,Female,36,Caucasian,Not Hispanic,Happy,Unspecified
4699,,CREMA-D,./data/CREMA-D-master\AudioWAV\1058_IWL_NEU_XX.wav,1058_IWL_NEU_XX.wav,.wav,Crema_1058,I would like a new alarm clock,Female,36,Caucasian,Not Hispanic,Neutral,Unspecified
4700,,CREMA-D,./data/CREMA-D-master\AudioWAV\1058_IWL_SAD_XX.wav,1058_IWL_SAD_XX.wav,.wav,Crema_1058,I would like a new alarm clock,Female,36,Caucasian,Not Hispanic,Sad,Unspecified
4701,,CREMA-D,./data/CREMA-D-master\AudioWAV\1058_IWW_ANG_XX.wav,1058_IWW_ANG_XX.wav,.wav,Crema_1058,I wonder what this is about,Female,36,Caucasian,Not Hispanic,Anger,Unspecified
4702,,CREMA-D,./data/CREMA-D-master\AudioWAV\1058_IWW_DIS_XX.wav,1058_IWW_DIS_XX.wav,.wav,Crema_1058,I wonder what this is about,Female,36,Caucasian,Not Hispanic,Disgust,Unspecified
4703,,CREMA-D,./data/CREMA-D-master\AudioWAV\1058_IWW_FEA_XX.wav,1058_IWW_FEA_XX.wav,.wav,Crema_1058,I wonder what this is about,Female,36,Caucasian,Not Hispanic,Fear,Unspecified
4704,,CREMA-D,./data/CREMA-D-master\AudioWAV\1058_IWW_HAP_XX.wav,1058_IWW_HAP_XX.wav,.wav,Crema_1058,I wonder what this is about,Female,36,Caucasian,Not Hispanic,Happy,Unspecified
4705,,CREMA-D,./data/CREMA-D-master\AudioWAV\1058_IWW_NEU_XX.wav,1058_IWW_NEU_XX.wav,.wav,Crema_1058,I wonder what this is about,Female,36,Caucasian,Not Hispanic,Neutral,Unspecified
4706,,CREMA-D,./data/CREMA-D-master\AudioWAV\1058_IWW_SAD_XX.wav,1058_IWW_SAD_XX.wav,.wav,Crema_1058,I wonder what this is about,Female,36,Caucasian,Not Hispanic,Sad,Unspecified
4707,,CREMA-D,./data/CREMA-D-master\AudioWAV\1058_MTI_ANG_XX.wav,1058_MTI_ANG_XX.wav,.wav,Crema_1058,Maybe tomorrow it will be cold,Female,36,Caucasian,Not Hispanic,Anger,Unspecified
4708,,CREMA-D,./data/CREMA-D-master\AudioWAV\1058_MTI_DIS_XX.wav,1058_MTI_DIS_XX.wav,.wav,Crema_1058,Maybe tomorrow it will be cold,Female,36,Caucasian,Not Hispanic,Disgust,Unspecified
4709,,CREMA-D,./data/CREMA-D-master\AudioWAV\1058_MTI_FEA_XX.wav,1058_MTI_FEA_XX.wav,.wav,Crema_1058,Maybe tomorrow it will be cold,Female,36,Caucasian,Not Hispanic,Fear,Unspecified
4710,,CREMA-D,./data/CREMA-D-master\AudioWAV\1058_MTI_HAP_XX.wav,1058_MTI_HAP_XX.wav,.wav,Crema_1058,Maybe tomorrow it will be cold,Female,36,Caucasian,Not Hispanic,Happy,Unspecified
4711,,CREMA-D,./data/CREMA-D-master\AudioWAV\1058_MTI_NEU_XX.wav,1058_MTI_NEU_XX.wav,.wav,Crema_1058,Maybe tomorrow it will be cold,Female,36,Caucasian,Not Hispanic,Neutral,Unspecified
4712,,CREMA-D,./data/CREMA-D-master\AudioWAV\1058_MTI_SAD_XX.wav,1058_MTI_SAD_XX.wav,.wav,Crema_1058,Maybe tomorrow it will be cold,Female,36,Caucasian,Not Hispanic,Sad,Unspecified
4713,,CREMA-D,./data/CREMA-D-master\AudioWAV\1058_TAI_ANG_XX.wav,1058_TAI_ANG_XX.wav,.wav,Crema_1058,The airplane is almost full,Female,36,Caucasian,Not Hispanic,Anger,Unspecified
4714,,CREMA-D,./data/CREMA-D-master\AudioWAV\1058_TAI_DIS_XX.wav,1058_TAI_DIS_XX.wav,.wav,Crema_1058,The airplane is almost full,Female,36,Caucasian,Not Hispanic,Disgust,Unspecified
4715,,CREMA-D,./data/CREMA-D-master\AudioWAV\1058_TAI_FEA_XX.wav,1058_TAI_FEA_XX.wav,.wav,Crema_1058,The airplane is almost full,Female,36,Caucasian,Not Hispanic,Fear,Unspecified
4716,,CREMA-D,./data/CREMA-D-master\AudioWAV\1058_TAI_HAP_XX.wav,1058_TAI_HAP_XX.wav,.wav,Crema_1058,The airplane is almost full,Female,36,Caucasian,Not Hispanic,Happy,Unspecified
4717,,CREMA-D,./data/CREMA-D-master\AudioWAV\1058_TAI_NEU_XX.wav,1058_TAI_NEU_XX.wav,.wav,Crema_1058,The airplane is almost full,Female,36,Caucasian,Not Hispanic,Neutral,Unspecified
4718,,CREMA-D,./data/CREMA-D-master\AudioWAV\1058_TAI_SAD_XX.wav,1058_TAI_SAD_XX.wav,.wav,Crema_1058,The airplane is almost full,Female,36,Caucasian,Not Hispanic,Sad,Unspecified
4719,,CREMA-D,./data/CREMA-D-master\AudioWAV\1058_TIE_ANG_XX.wav,1058_TIE_ANG_XX.wav,.wav,Crema_1058,That is exactly what happened,Female,36,Caucasian,Not Hispanic,Anger,Unspecified
4720,,CREMA-D,./data/CREMA-D-master\AudioWAV\1058_TIE_DIS_XX.wav,1058_TIE_DIS_XX.wav,.wav,Crema_1058,That is exactly what happened,Female,36,Caucasian,Not Hispanic,Disgust,Unspecified
4721,,CREMA-D,./data/CREMA-D-master\AudioWAV\1058_TIE_FEA_XX.wav,1058_TIE_FEA_XX.wav,.wav,Crema_1058,That is exactly what happened,Female,36,Caucasian,Not Hispanic,Fear,Unspecified
4722,,CREMA-D,./data/CREMA-D-master\AudioWAV\1058_TIE_HAP_XX.wav,1058_TIE_HAP_XX.wav,.wav,Crema_1058,That is exactly what happened,Female,36,Caucasian,Not Hispanic,Happy,Unspecified
4723,,CREMA-D,./data/CREMA-D-master\AudioWAV\1058_TIE_NEU_XX.wav,1058_TIE_NEU_XX.wav,.wav,Crema_1058,That is exactly what happened,Female,36,Caucasian,Not Hispanic,Neutral,Unspecified
4724,,CREMA-D,./data/CREMA-D-master\AudioWAV\1058_TIE_SAD_XX.wav,1058_TIE_SAD_XX.wav,.wav,Crema_1058,That is exactly what happened,Female,36,Caucasian,Not Hispanic,Sad,Unspecified
4725,,CREMA-D,./data/CREMA-D-master\AudioWAV\1058_TSI_ANG_XX.wav,1058_TSI_ANG_XX.wav,.wav,Crema_1058,The surface is slick,Female,36,Caucasian,Not Hispanic,Anger,Unspecified
4726,,CREMA-D,./data/CREMA-D-master\AudioWAV\1058_TSI_DIS_XX.wav,1058_TSI_DIS_XX.wav,.wav,Crema_1058,The surface is slick,Female,36,Caucasian,Not Hispanic,Disgust,Unspecified
4727,,CREMA-D,./data/CREMA-D-master\AudioWAV\1058_TSI_FEA_XX.wav,1058_TSI_FEA_XX.wav,.wav,Crema_1058,The surface is slick,Female,36,Caucasian,Not Hispanic,Fear,Unspecified
4728,,CREMA-D,./data/CREMA-D-master\AudioWAV\1058_TSI_HAP_XX.wav,1058_TSI_HAP_XX.wav,.wav,Crema_1058,The surface is slick,Female,36,Caucasian,Not Hispanic,Happy,Unspecified
4729,,CREMA-D,./data/CREMA-D-master\AudioWAV\1058_TSI_NEU_XX.wav,1058_TSI_NEU_XX.wav,.wav,Crema_1058,The surface is slick,Female,36,Caucasian,Not Hispanic,Neutral,Unspecified
4730,,CREMA-D,./data/CREMA-D-master\AudioWAV\1058_TSI_SAD_XX.wav,1058_TSI_SAD_XX.wav,.wav,Crema_1058,The surface is slick,Female,36,Caucasian,Not Hispanic,Sad,Unspecified
4731,,CREMA-D,./data/CREMA-D-master\AudioWAV\1058_WSI_ANG_XX.wav,1058_WSI_ANG_XX.wav,.wav,Crema_1058,We'll stop in a couple of minutes,Female,36,Caucasian,Not Hispanic,Anger,Unspecified
4732,,CREMA-D,./data/CREMA-D-master\AudioWAV\1058_WSI_DIS_XX.wav,1058_WSI_DIS_XX.wav,.wav,Crema_1058,We'll stop in a couple of minutes,Female,36,Caucasian,Not Hispanic,Disgust,Unspecified
4733,,CREMA-D,./data/CREMA-D-master\AudioWAV\1058_WSI_FEA_XX.wav,1058_WSI_FEA_XX.wav,.wav,Crema_1058,We'll stop in a couple of minutes,Female,36,Caucasian,Not Hispanic,Fear,Unspecified
4734,,CREMA-D,./data/CREMA-D-master\AudioWAV\1058_WSI_HAP_XX.wav,1058_WSI_HAP_XX.wav,.wav,Crema_1058,We'll stop in a couple of minutes,Female,36,Caucasian,Not Hispanic,Happy,Unspecified
4735,,CREMA-D,./data/CREMA-D-master\AudioWAV\1058_WSI_NEU_XX.wav,1058_WSI_NEU_XX.wav,.wav,Crema_1058,We'll stop in a couple of minutes,Female,36,Caucasian,Not Hispanic,Neutral,Unspecified
4736,,CREMA-D,./data/CREMA-D-master\AudioWAV\1058_WSI_SAD_XX.wav,1058_WSI_SAD_XX.wav,.wav,Crema_1058,We'll stop in a couple of minutes,Female,36,Caucasian,Not Hispanic,Sad,Unspecified
4737,,CREMA-D,./data/CREMA-D-master\AudioWAV\1059_DFA_ANG_XX.wav,1059_DFA_ANG_XX.wav,.wav,Crema_1059,Don't forget a jacket,Male,21,African American,Not Hispanic,Anger,Unspecified
4738,,CREMA-D,./data/CREMA-D-master\AudioWAV\1059_DFA_DIS_XX.wav,1059_DFA_DIS_XX.wav,.wav,Crema_1059,Don't forget a jacket,Male,21,African American,Not Hispanic,Disgust,Unspecified
4739,,CREMA-D,./data/CREMA-D-master\AudioWAV\1059_DFA_FEA_XX.wav,1059_DFA_FEA_XX.wav,.wav,Crema_1059,Don't forget a jacket,Male,21,African American,Not Hispanic,Fear,Unspecified
4740,,CREMA-D,./data/CREMA-D-master\AudioWAV\1059_DFA_HAP_XX.wav,1059_DFA_HAP_XX.wav,.wav,Crema_1059,Don't forget a jacket,Male,21,African American,Not Hispanic,Happy,Unspecified
4741,,CREMA-D,./data/CREMA-D-master\AudioWAV\1059_DFA_NEU_XX.wav,1059_DFA_NEU_XX.wav,.wav,Crema_1059,Don't forget a jacket,Male,21,African American,Not Hispanic,Neutral,Unspecified
4742,,CREMA-D,./data/CREMA-D-master\AudioWAV\1059_DFA_SAD_XX.wav,1059_DFA_SAD_XX.wav,.wav,Crema_1059,Don't forget a jacket,Male,21,African American,Not Hispanic,Sad,Unspecified
4743,,CREMA-D,./data/CREMA-D-master\AudioWAV\1059_IEO_ANG_HI.wav,1059_IEO_ANG_HI.wav,.wav,Crema_1059,It's eleven o'clock,Male,21,African American,Not Hispanic,Anger,High
4744,,CREMA-D,./data/CREMA-D-master\AudioWAV\1059_IEO_ANG_LO.wav,1059_IEO_ANG_LO.wav,.wav,Crema_1059,It's eleven o'clock,Male,21,African American,Not Hispanic,Anger,Low
4745,,CREMA-D,./data/CREMA-D-master\AudioWAV\1059_IEO_ANG_MD.wav,1059_IEO_ANG_MD.wav,.wav,Crema_1059,It's eleven o'clock,Male,21,African American,Not Hispanic,Anger,Medium
4746,,CREMA-D,./data/CREMA-D-master\AudioWAV\1059_IEO_DIS_HI.wav,1059_IEO_DIS_HI.wav,.wav,Crema_1059,It's eleven o'clock,Male,21,African American,Not Hispanic,Disgust,High
4747,,CREMA-D,./data/CREMA-D-master\AudioWAV\1059_IEO_DIS_LO.wav,1059_IEO_DIS_LO.wav,.wav,Crema_1059,It's eleven o'clock,Male,21,African American,Not Hispanic,Disgust,Low
4748,,CREMA-D,./data/CREMA-D-master\AudioWAV\1059_IEO_DIS_MD.wav,1059_IEO_DIS_MD.wav,.wav,Crema_1059,It's eleven o'clock,Male,21,African American,Not Hispanic,Disgust,Medium
4749,,CREMA-D,./data/CREMA-D-master\AudioWAV\1059_IEO_FEA_HI.wav,1059_IEO_FEA_HI.wav,.wav,Crema_1059,It's eleven o'clock,Male,21,African American,Not Hispanic,Fear,High
4750,,CREMA-D,./data/CREMA-D-master\AudioWAV\1059_IEO_FEA_LO.wav,1059_IEO_FEA_LO.wav,.wav,Crema_1059,It's eleven o'clock,Male,21,African American,Not Hispanic,Fear,Low
4751,,CREMA-D,./data/CREMA-D-master\AudioWAV\1059_IEO_FEA_MD.wav,1059_IEO_FEA_MD.wav,.wav,Crema_1059,It's eleven o'clock,Male,21,African American,Not Hispanic,Fear,Medium
4752,,CREMA-D,./data/CREMA-D-master\AudioWAV\1059_IEO_HAP_HI.wav,1059_IEO_HAP_HI.wav,.wav,Crema_1059,It's eleven o'clock,Male,21,African American,Not Hispanic,Happy,High
4753,,CREMA-D,./data/CREMA-D-master\AudioWAV\1059_IEO_HAP_LO.wav,1059_IEO_HAP_LO.wav,.wav,Crema_1059,It's eleven o'clock,Male,21,African American,Not Hispanic,Happy,Low
4754,,CREMA-D,./data/CREMA-D-master\AudioWAV\1059_IEO_HAP_MD.wav,1059_IEO_HAP_MD.wav,.wav,Crema_1059,It's eleven o'clock,Male,21,African American,Not Hispanic,Happy,Medium
4755,,CREMA-D,./data/CREMA-D-master\AudioWAV\1059_IEO_NEU_XX.wav,1059_IEO_NEU_XX.wav,.wav,Crema_1059,It's eleven o'clock,Male,21,African American,Not Hispanic,Neutral,Unspecified
4756,,CREMA-D,./data/CREMA-D-master\AudioWAV\1059_IEO_SAD_HI.wav,1059_IEO_SAD_HI.wav,.wav,Crema_1059,It's eleven o'clock,Male,21,African American,Not Hispanic,Sad,High
4757,,CREMA-D,./data/CREMA-D-master\AudioWAV\1059_IEO_SAD_LO.wav,1059_IEO_SAD_LO.wav,.wav,Crema_1059,It's eleven o'clock,Male,21,African American,Not Hispanic,Sad,Low
4758,,CREMA-D,./data/CREMA-D-master\AudioWAV\1059_IEO_SAD_MD.wav,1059_IEO_SAD_MD.wav,.wav,Crema_1059,It's eleven o'clock,Male,21,African American,Not Hispanic,Sad,Medium
4759,,CREMA-D,./data/CREMA-D-master\AudioWAV\1059_IOM_ANG_XX.wav,1059_IOM_ANG_XX.wav,.wav,Crema_1059,I'm on my way to the meeting,Male,21,African American,Not Hispanic,Anger,Unspecified
4760,,CREMA-D,./data/CREMA-D-master\AudioWAV\1059_IOM_DIS_XX.wav,1059_IOM_DIS_XX.wav,.wav,Crema_1059,I'm on my way to the meeting,Male,21,African American,Not Hispanic,Disgust,Unspecified
4761,,CREMA-D,./data/CREMA-D-master\AudioWAV\1059_IOM_FEA_XX.wav,1059_IOM_FEA_XX.wav,.wav,Crema_1059,I'm on my way to the meeting,Male,21,African American,Not Hispanic,Fear,Unspecified
4762,,CREMA-D,./data/CREMA-D-master\AudioWAV\1059_IOM_HAP_XX.wav,1059_IOM_HAP_XX.wav,.wav,Crema_1059,I'm on my way to the meeting,Male,21,African American,Not Hispanic,Happy,Unspecified
4763,,CREMA-D,./data/CREMA-D-master\AudioWAV\1059_IOM_NEU_XX.wav,1059_IOM_NEU_XX.wav,.wav,Crema_1059,I'm on my way to the meeting,Male,21,African American,Not Hispanic,Neutral,Unspecified
4764,,CREMA-D,./data/CREMA-D-master\AudioWAV\1059_IOM_SAD_XX.wav,1059_IOM_SAD_XX.wav,.wav,Crema_1059,I'm on my way to the meeting,Male,21,African American,Not Hispanic,Sad,Unspecified
4765,,CREMA-D,./data/CREMA-D-master\AudioWAV\1059_ITH_ANG_XX.wav,1059_ITH_ANG_XX.wav,.wav,Crema_1059,I think I have a doctor's appointment,Male,21,African American,Not Hispanic,Anger,Unspecified
4766,,CREMA-D,./data/CREMA-D-master\AudioWAV\1059_ITH_DIS_XX.wav,1059_ITH_DIS_XX.wav,.wav,Crema_1059,I think I have a doctor's appointment,Male,21,African American,Not Hispanic,Disgust,Unspecified
4767,,CREMA-D,./data/CREMA-D-master\AudioWAV\1059_ITH_FEA_XX.wav,1059_ITH_FEA_XX.wav,.wav,Crema_1059,I think I have a doctor's appointment,Male,21,African American,Not Hispanic,Fear,Unspecified
4768,,CREMA-D,./data/CREMA-D-master\AudioWAV\1059_ITH_HAP_XX.wav,1059_ITH_HAP_XX.wav,.wav,Crema_1059,I think I have a doctor's appointment,Male,21,African American,Not Hispanic,Happy,Unspecified
4769,,CREMA-D,./data/CREMA-D-master\AudioWAV\1059_ITH_NEU_XX.wav,1059_ITH_NEU_XX.wav,.wav,Crema_1059,I think I have a doctor's appointment,Male,21,African American,Not Hispanic,Neutral,Unspecified
4770,,CREMA-D,./data/CREMA-D-master\AudioWAV\1059_ITH_SAD_XX.wav,1059_ITH_SAD_XX.wav,.wav,Crema_1059,I think I have a doctor's appointment,Male,21,African American,Not Hispanic,Sad,Unspecified
4771,,CREMA-D,./data/CREMA-D-master\AudioWAV\1059_ITS_ANG_XX.wav,1059_ITS_ANG_XX.wav,.wav,Crema_1059,I think I've seen this before,Male,21,African American,Not Hispanic,Anger,Unspecified
4772,,CREMA-D,./data/CREMA-D-master\AudioWAV\1059_ITS_DIS_XX.wav,1059_ITS_DIS_XX.wav,.wav,Crema_1059,I think I've seen this before,Male,21,African American,Not Hispanic,Disgust,Unspecified
4773,,CREMA-D,./data/CREMA-D-master\AudioWAV\1059_ITS_FEA_XX.wav,1059_ITS_FEA_XX.wav,.wav,Crema_1059,I think I've seen this before,Male,21,African American,Not Hispanic,Fear,Unspecified
4774,,CREMA-D,./data/CREMA-D-master\AudioWAV\1059_ITS_HAP_XX.wav,1059_ITS_HAP_XX.wav,.wav,Crema_1059,I think I've seen this before,Male,21,African American,Not Hispanic,Happy,Unspecified
4775,,CREMA-D,./data/CREMA-D-master\AudioWAV\1059_ITS_NEU_XX.wav,1059_ITS_NEU_XX.wav,.wav,Crema_1059,I think I've seen this before,Male,21,African American,Not Hispanic,Neutral,Unspecified
4776,,CREMA-D,./data/CREMA-D-master\AudioWAV\1059_ITS_SAD_XX.wav,1059_ITS_SAD_XX.wav,.wav,Crema_1059,I think I've seen this before,Male,21,African American,Not Hispanic,Sad,Unspecified
4777,,CREMA-D,./data/CREMA-D-master\AudioWAV\1059_IWL_ANG_XX.wav,1059_IWL_ANG_XX.wav,.wav,Crema_1059,I would like a new alarm clock,Male,21,African American,Not Hispanic,Anger,Unspecified
4778,,CREMA-D,./data/CREMA-D-master\AudioWAV\1059_IWL_DIS_XX.wav,1059_IWL_DIS_XX.wav,.wav,Crema_1059,I would like a new alarm clock,Male,21,African American,Not Hispanic,Disgust,Unspecified
4779,,CREMA-D,./data/CREMA-D-master\AudioWAV\1059_IWL_FEA_XX.wav,1059_IWL_FEA_XX.wav,.wav,Crema_1059,I would like a new alarm clock,Male,21,African American,Not Hispanic,Fear,Unspecified
4780,,CREMA-D,./data/CREMA-D-master\AudioWAV\1059_IWL_HAP_XX.wav,1059_IWL_HAP_XX.wav,.wav,Crema_1059,I would like a new alarm clock,Male,21,African American,Not Hispanic,Happy,Unspecified
4781,,CREMA-D,./data/CREMA-D-master\AudioWAV\1059_IWL_NEU_XX.wav,1059_IWL_NEU_XX.wav,.wav,Crema_1059,I would like a new alarm clock,Male,21,African American,Not Hispanic,Neutral,Unspecified
4782,,CREMA-D,./data/CREMA-D-master\AudioWAV\1059_IWL_SAD_XX.wav,1059_IWL_SAD_XX.wav,.wav,Crema_1059,I would like a new alarm clock,Male,21,African American,Not Hispanic,Sad,Unspecified
4783,,CREMA-D,./data/CREMA-D-master\AudioWAV\1059_IWW_ANG_XX.wav,1059_IWW_ANG_XX.wav,.wav,Crema_1059,I wonder what this is about,Male,21,African American,Not Hispanic,Anger,Unspecified
4784,,CREMA-D,./data/CREMA-D-master\AudioWAV\1059_IWW_DIS_XX.wav,1059_IWW_DIS_XX.wav,.wav,Crema_1059,I wonder what this is about,Male,21,African American,Not Hispanic,Disgust,Unspecified
4785,,CREMA-D,./data/CREMA-D-master\AudioWAV\1059_IWW_FEA_XX.wav,1059_IWW_FEA_XX.wav,.wav,Crema_1059,I wonder what this is about,Male,21,African American,Not Hispanic,Fear,Unspecified
4786,,CREMA-D,./data/CREMA-D-master\AudioWAV\1059_IWW_HAP_XX.wav,1059_IWW_HAP_XX.wav,.wav,Crema_1059,I wonder what this is about,Male,21,African American,Not Hispanic,Happy,Unspecified
4787,,CREMA-D,./data/CREMA-D-master\AudioWAV\1059_IWW_NEU_XX.wav,1059_IWW_NEU_XX.wav,.wav,Crema_1059,I wonder what this is about,Male,21,African American,Not Hispanic,Neutral,Unspecified
4788,,CREMA-D,./data/CREMA-D-master\AudioWAV\1059_IWW_SAD_XX.wav,1059_IWW_SAD_XX.wav,.wav,Crema_1059,I wonder what this is about,Male,21,African American,Not Hispanic,Sad,Unspecified
4789,,CREMA-D,./data/CREMA-D-master\AudioWAV\1059_MTI_ANG_XX.wav,1059_MTI_ANG_XX.wav,.wav,Crema_1059,Maybe tomorrow it will be cold,Male,21,African American,Not Hispanic,Anger,Unspecified
4790,,CREMA-D,./data/CREMA-D-master\AudioWAV\1059_MTI_DIS_XX.wav,1059_MTI_DIS_XX.wav,.wav,Crema_1059,Maybe tomorrow it will be cold,Male,21,African American,Not Hispanic,Disgust,Unspecified
4791,,CREMA-D,./data/CREMA-D-master\AudioWAV\1059_MTI_FEA_XX.wav,1059_MTI_FEA_XX.wav,.wav,Crema_1059,Maybe tomorrow it will be cold,Male,21,African American,Not Hispanic,Fear,Unspecified
4792,,CREMA-D,./data/CREMA-D-master\AudioWAV\1059_MTI_HAP_XX.wav,1059_MTI_HAP_XX.wav,.wav,Crema_1059,Maybe tomorrow it will be cold,Male,21,African American,Not Hispanic,Happy,Unspecified
4793,,CREMA-D,./data/CREMA-D-master\AudioWAV\1059_MTI_NEU_XX.wav,1059_MTI_NEU_XX.wav,.wav,Crema_1059,Maybe tomorrow it will be cold,Male,21,African American,Not Hispanic,Neutral,Unspecified
4794,,CREMA-D,./data/CREMA-D-master\AudioWAV\1059_MTI_SAD_XX.wav,1059_MTI_SAD_XX.wav,.wav,Crema_1059,Maybe tomorrow it will be cold,Male,21,African American,Not Hispanic,Sad,Unspecified
4795,,CREMA-D,./data/CREMA-D-master\AudioWAV\1059_TAI_ANG_XX.wav,1059_TAI_ANG_XX.wav,.wav,Crema_1059,The airplane is almost full,Male,21,African American,Not Hispanic,Anger,Unspecified
4796,,CREMA-D,./data/CREMA-D-master\AudioWAV\1059_TAI_DIS_XX.wav,1059_TAI_DIS_XX.wav,.wav,Crema_1059,The airplane is almost full,Male,21,African American,Not Hispanic,Disgust,Unspecified
4797,,CREMA-D,./data/CREMA-D-master\AudioWAV\1059_TAI_FEA_XX.wav,1059_TAI_FEA_XX.wav,.wav,Crema_1059,The airplane is almost full,Male,21,African American,Not Hispanic,Fear,Unspecified
4798,,CREMA-D,./data/CREMA-D-master\AudioWAV\1059_TAI_HAP_XX.wav,1059_TAI_HAP_XX.wav,.wav,Crema_1059,The airplane is almost full,Male,21,African American,Not Hispanic,Happy,Unspecified
4799,,CREMA-D,./data/CREMA-D-master\AudioWAV\1059_TAI_NEU_XX.wav,1059_TAI_NEU_XX.wav,.wav,Crema_1059,The airplane is almost full,Male,21,African American,Not Hispanic,Neutral,Unspecified
4800,,CREMA-D,./data/CREMA-D-master\AudioWAV\1059_TAI_SAD_XX.wav,1059_TAI_SAD_XX.wav,.wav,Crema_1059,The airplane is almost full,Male,21,African American,Not Hispanic,Sad,Unspecified
4801,,CREMA-D,./data/CREMA-D-master\AudioWAV\1059_TIE_ANG_XX.wav,1059_TIE_ANG_XX.wav,.wav,Crema_1059,That is exactly what happened,Male,21,African American,Not Hispanic,Anger,Unspecified
